Month,Region,Sales_Rep,Units_Sold,Unit_Price,Revenue,Cost,Profit
Oct,East,Alex,133,27,3591,2676.111524,914.8884755
May,East,Alex,82,32,2624,1873.916854,750.08
Jan,North,Jordan,85,26,2210,1706.483126,503.5168744
Jun,West,Jamie,166,29,4814,3502.602048,1311.397952
Jun,East,Alex,189,34,6426,4973.206185,1452.793815
Mar,South,Jamie,135,29,3915,3127.411583,787.588417
Aug,East,Jamie,81,26,2106,1573.200991,532.7990088
Jan,North,Skyler,161,22,3542,2583.258657,958.74
Jan,North,Jamie,173,29,5017,3535.849543,1481.150457
Jun,North,Skyler,245,33,8085,5491.37,2593.63
Oct,East,Jamie,84,22,1848,1383.225539,464.7744613
Jan,West,Skyler,218,24,5232,3449.957668,1782.042332
Jun,South,Alex,217,31,6727,5337.491988,1389.508012
Jan,North,Jordan,120,24,2880,2151.743849,728.2561512
Jun,West,Jordan,195,28,5460,4334.718111,1125.281889
Mar,South,Skyler,123,32,3936,2719.150871,1216.849129
Aug,North,Alex,169,28,4732,3747.636925,984.3630753
Jun,South,Skyler,112,29,3248,2409.427369,838.5726307
Nov,South,Skyler,135,24,3240,2499.788288,740.2117124
Jan,West,Alex,219,31,6789,4595.056545,2193.943455
May,South,Jamie,81,33,2673,1937.969253,735.03
Aug,North,Jamie,80,24,1920,1411.860585,508.1394146
Mar,West,Alex,200,25,5000,3544.640819,1455.359181
Dec,East,Skyler,204,32,6528,4491.165494,2036.834506
Jun,East,Jordan,112,32,3584,2816.006901,767.993099
May,West,Skyler,182,27,4914,3256.796902,1657.203098
Jun,East,Jamie,115,25,2875,1935.156933,939.843067
Oct,South,Alex,228,33,7524,5252.328188,2271.671812
Jan,North,Alex,163,30,4890,3853.151296,1036.848704
Jul,South,Alex,243,32,7776,5712.494976,2063.505024
Sep,West,Jamie,105,32,3360,2372.079541,987.92
Feb,North,Skyler,208,31,6448,4580.67037,1867.32963
Oct,West,Alex,245,33,8085,6271.264775,1813.735225
May,West,Jordan,221,25,5525,3613.443572,1911.556428
Oct,West,Alex,169,28,4732,3083.85,1648.15
Apr,South,Skyler,125,20,2500,1642.281761,857.7182389
Jun,North,Jamie,121,33,3993,2876.480335,1116.519665
Jun,North,Jordan,214,23,4922,3628.436428,1293.563572
Nov,North,Jordan,134,29,3886,2889.90287,996.0971304
Feb,South,Alex,135,32,4320,3281.776857,1038.223143
Feb,East,Skyler,197,29,5713,3876.033799,1836.966201
Apr,South,Alex,155,31,4805,3312.29168,1492.70832
Jan,South,Jordan,142,21,2982,2047.220688,934.7793118
Sep,West,Alex,231,28,6468,4348.92677,2119.07323
Jul,North,Skyler,162,22,3564,2447.253875,1116.746125
Dec,North,Jamie,178,29,5162,3830.451243,1331.548757
Jul,East,Jordan,211,30,6330,4462.407808,1867.592192
Mar,East,Skyler,121,21,2541,1944.339825,596.6601747
Nov,West,Alex,175,27,4725,3451.436824,1273.563176
Dec,North,Jordan,189,23,4347,2963.810139,1383.189861
Mar,East,Alex,149,30,4470,3218.879631,1251.120369
Jan,East,Alex,107,21,2247,1660.544955,586.4550451
Mar,North,Jamie,205,23,4715,3677.366394,1037.633606
Mar,South,Alex,171,26,4446,3445.906267,1000.093733
Apr,East,Alex,119,34,4046,2888.730612,1157.269388
Apr,North,Skyler,236,33,7788,5818.814892,1969.185108
Mar,East,Alex,121,26,3146,2185.434076,960.5659245
Oct,West,Jamie,197,20,3940,2935.104956,1004.895044
Dec,East,Alex,84,32,2688,2115.237914,572.7620862
Aug,North,Alex,180,31,5580,4149.742298,1430.257702
Aug,East,Alex,248,31,7688,5347.509683,2340.490317
Jan,West,Jordan,140,20,2800,2090.473038,709.5269622
Jul,West,Jamie,235,22,5170,4060.586247,1109.413753
Nov,East,Jordan,120,21,2520,1689.80374,830.1962602
Feb,East,Jamie,190,22,4180,3019.494218,1160.505782
Jan,West,Jamie,88,23,2024,1413.071068,610.9289316
Mar,West,Skyler,236,33,7788,5344.28,2443.71772
Apr,South,Jordan,245,26,6370,4519.077677,1850.922323
Jun,South,Jamie,141,21,2961,2099.630908,861.3690924
Oct,West,Jamie,133,26,3458,2356.851595,1101.148405
May,East,Skyler,183,34,6222,4421.00,1800.996668
Apr,North,Jordan,205,24,4920,3665.694083,1254.305917
Aug,East,Alex,113,34,3842,2512.129332,1329.870668
Nov,East,Skyler,244,27,6588,5259.752355,1328.247645
Dec,South,Jamie,121,27,3267,2268.577516,998.4224836
Apr,South,Jordan,93,24,2232,1659.596468,572.403532
Oct,South,Jamie,112,29,3248,2249.345046,998.6549539
Dec,West,Skyler,197,27,5319,3771.3326,1547.6674
Feb,West,Skyler,177,31,5487,4018.599904,1468.400096
Mar,East,Jordan,171,33,5643,4185.852551,1457.147449
Jun,East,Skyler,179,28,5012,3837.030286,1174.969714
Aug,North,Skyler,166,26,4316,3317.94,998.0638982
Aug,East,Alex,224,25,5600,4075.71067,1524.28933
Nov,East,Jamie,203,26,5278,3490.65208,1787.34792
Sep,South,Alex,111,26,2886,2117.364503,768.6354974
Jul,South,Alex,180,22,3960,2857.682689,1102.317311
Feb,South,Jordan,118,25,2950,2012.808574,937.1914263
Aug,South,Skyler,173,25,4325,2817.843163,1507.156837
Jul,South,Jamie,89,30,2670,1862.044373,807.9556273
Aug,North,Jamie,231,28,6468,4455.95557,2012.04443
Dec,North,Jamie,179,20,3580,2586.322787,993.6772127
Mar,North,Skyler,137,32,4384,3350.429192,1033.570808
Jul,South,Jamie,180,26,4680,3350.206088,1329.793912
Oct,West,Jamie,143,20,2860,2267.222852,592.78
Sep,South,Skyler,98,29,2842,1941.645868,900.3541325
Mar,South,Jordan,180,32,5760,3934.902564,1825.097436
Oct,North,Jamie,196,23,4508,3338.928794,1169.071206
Jun,South,Skyler,215,32,6880,5396.942997,1483.057003
Feb,North,Alex,150,26,3900,2928.036677,971.9633231
Feb,South,Skyler,119,25,2975,2234.37891,740.62
May,East,Alex,92,25,2300,1773.168661,526.8313388
May,West,Skyler,180,24,4320,3241.304344,1078.695656
Jul,West,Jamie,203,30,6090,4652.164126,1437.835874
Dec,North,Jordan,234,26,6084,4745.027921,1338.972079
Feb,East,Jordan,161,28,4508,2935.54922,1572.45078
Nov,West,Jamie,167,33,5511,4314.250179,1196.749821
Jul,North,Alex,184,25,4600,3138.532421,1461.467579
May,South,Skyler,209,29,6061,4768.890694,1292.109306
Jun,South,Jamie,95,26,2470,1704.120911,765.8790891
Aug,East,Skyler,93,28,2604,1870.41633,733.5836703
Oct,West,Jamie,207,26,5382,4252.224044,1129.775956
Dec,South,Jamie,224,25,5600,3732.187323,1867.812677
Apr,North,Skyler,139,22,3058,2329.561371,728.438629
Jul,South,Jordan,96,33,3168,2245.691593,922.3084069
Jun,South,Jordan,124,20,2480,1620.965478,859.0345221
Oct,West,Alex,117,29,3393,2683.421774,709.5782255
Feb,West,Skyler,203,28,5684,3795.060888,1888.939112
Aug,North,Alex,183,26,4758,3645.204982,1112.795018
Oct,East,Jamie,143,34,4862,3440.548218,1421.451782
Sep,East,Alex,200,22,4400,3394.984733,1005.015267
May,South,Jamie,85,29,2465,1879.668716,585.3312838
Oct,North,Skyler,191,28,5348,3984.167914,1363.832086
Apr,East,Skyler,181,22,3982,3149.297609,832.7023906
Jun,East,Skyler,128,22,2816,1872.185278,943.8147217
Aug,South,Skyler,100,32,3200,2463.317982,736.6820183
Nov,North,Alex,102,33,3366,2526.579489,839.4205113
Mar,East,Jamie,155,26,4030,2809.748689,1220.251311
Oct,West,Jordan,143,21,3003,2197.883174,805.1168264
Nov,West,Skyler,236,29,6844,5110.37,1733.63
Nov,South,Skyler,106,33,3498,2660.021622,837.9783781
Jan,South,Jamie,213,26,5538,3755.09051,1782.90949
Apr,South,Jordan,228,26,5928,3943.999343,1984.000657
Apr,South,Skyler,150,20,3000,1995.925151,1004.074849
Jan,East,Jordan,186,32,5952,4131.165941,1820.834059
Sep,North,Skyler,248,29,7192,4841.121999,2350.878001
Mar,South,Alex,212,30,6360,4645.002061,1714.997939
May,South,Alex,222,21,4662,3335.922066,1326.077934
Jun,East,Jordan,228,24,5472,4289.829035,1182.170965
Aug,South,Jamie,137,33,4521,3425.156495,1095.843505
Jun,South,Jamie,211,23,4853,3304.270997,1548.729003
Mar,North,Alex,214,33,7062,4638.738622,2423.261378
Jun,West,Jamie,114,22,2508,1896.984436,611.015564
Jan,South,Jamie,243,29,7047,5474.632015,1572.367985
Apr,East,Jamie,200,33,6600,4983.983684,1616.016316
Jun,North,Jordan,222,30,6660,4972.150572,1687.849428
Jul,East,Jordan,209,27,5643,3878.98274,1764.01726
Nov,North,Jamie,199,26,5174,3746.961777,1427.038223
Nov,North,Alex,84,28,2352,1784.566487,567.4335132
Oct,South,Jamie,150,22,3300,2240.720513,1059.279487
Mar,South,Skyler,165,29,4785,3452.289129,1332.710871
Sep,South,Alex,174,20,3480,2323.088757,1156.911243
Dec,West,Jordan,239,28,6692,4882.535717,1809.464283
Dec,West,Skyler,120,28,3360,2473.062799,886.94
Jul,East,Jamie,249,31,7719,5637.246252,2081.753748
Jan,South,Jamie,154,31,4774,3439.283614,1334.716386
Feb,West,Alex,247,20,4940,3646.303383,1293.696617
Jan,South,Alex,162,33,5346,4274.233536,1071.766464
Nov,West,Jamie,117,27,3159,2348.338888,810.6611121
Sep,West,Jamie,121,33,3993,3046.200437,946.7995627
Sep,North,Alex,244,33,8052,5465.843624,2586.156376
Jul,South,Skyler,135,29,3915,2856.006245,1058.993755
Oct,South,Jordan,150,20,3000,1953.377424,1046.622576
Mar,West,Alex,134,25,3350,2193.30752,1156.69248
May,South,Skyler,101,28,2828,1974.996188,853.0038117
Apr,West,Jamie,106,22,2332,1679.016847,652.9831529
Jul,South,Jordan,184,25,4600,3387.189418,1212.810582
Sep,North,Skyler,117,22,2574,2015.958486,558.0415138
Dec,South,Jordan,191,30,5730,4387.824595,1342.175405
Feb,North,Jordan,118,33,3894,2706.316542,1187.683458
Aug,East,Jordan,222,24,5328,4057.392554,1270.607446
Sep,South,Skyler,198,30,5940,4350.51,1589.492545
Oct,South,Skyler,139,33,4587,3517.665684,1069.334316
Oct,South,Jamie,215,26,5590,3978.165085,1611.834915
Sep,North,Jordan,123,30,3690,2449.362951,1240.637049
Oct,South,Alex,122,29,3538,2627.931459,910.0685408
Jul,South,Alex,213,31,6603,4843.667852,1759.332148
Sep,West,Alex,234,23,5382,4268.144131,1113.855869
Sep,East,Skyler,102,23,2346,1581.953596,764.046404
Mar,North,Jamie,201,26,5226,3911.242615,1314.757385
Apr,West,Skyler,220,24,5280,3807.466181,1472.533819
Feb,North,Jordan,163,20,3260,2304.293081,955.71
Oct,West,Alex,185,30,5550,4268.98,1281.022503
Mar,East,Skyler,143,34,4862,3751.507242,1110.492758
Nov,West,Alex,232,29,6728,5094.374914,1633.625086
Nov,North,Skyler,204,32,6528,4325.06259,2202.93741
May,South,Alex,131,34,4454,3125.668468,1328.331532
May,South,Jordan,127,31,3937,2586.658322,1350.341678
Jun,East,Alex,140,32,4480,3142.953759,1337.046241
Jul,North,Jordan,96,34,3264,2438.820544,825.18
Jul,North,Jordan,119,21,2499,1818.787233,680.2127666
Jan,North,Skyler,154,25,3850,2908.446016,941.5539841
Feb,East,Skyler,168,32,5376,3939.098788,1436.901212
Dec,South,Skyler,148,31,4588,3364.711041,1223.288959
Sep,West,Jordan,164,28,4592,3336.752843,1255.247157
Oct,East,Jamie,105,26,2730,1923.691232,806.3087681
Feb,West,Jamie,119,23,2737,1962.387211,774.6127886
Jun,South,Jordan,175,34,5950,3967.850687,1982.149313
Nov,East,Jordan,196,31,6076,4709.971002,1366.028998
Nov,South,Skyler,215,31,6665,5221.239336,1443.760664
Jan,West,Skyler,152,34,5168,3953.21,1214.79
Mar,North,Skyler,124,32,3968,2926.550394,1041.449606
Feb,North,Jamie,96,21,2016,1482.519805,533.4801954
Mar,West,Jamie,248,23,5704,4110.008897,1593.991103
May,North,Jordan,156,33,5148,3524.845946,1623.154054
Nov,West,Jamie,216,24,5184,3668.045854,1515.954146
Oct,East,Skyler,170,21,3570,2850.594563,719.41
Jun,East,Skyler,185,20,3700,2485.920672,1214.079328
Sep,East,Skyler,180,23,4140,3028.006304,1111.993696
Dec,North,Skyler,182,30,5460,4258.684629,1201.315371
Nov,South,Skyler,103,32,3296,2366.364031,929.6359689
Oct,North,Alex,152,25,3800,2815.197851,984.8021486
Dec,North,Jordan,200,20,4000,3096.675891,903.3241086
Dec,South,Jordan,185,20,3700,2708.896554,991.1034463
Apr,South,Jamie,218,28,6104,4637.333164,1466.666836
Jul,South,Skyler,114,24,2736,1920.920586,815.0794145
Jun,South,Alex,236,21,4956,3766.329459,1189.670541
Feb,North,Skyler,215,30,6450,4232.188124,2217.811876
Oct,West,Skyler,96,33,3168,2131.857745,1036.142255
Nov,East,Jamie,219,21,4599,3428.988767,1170.011233
Nov,West,Alex,172,23,3956,2837.809631,1118.190369
Nov,North,Alex,188,30,5640,4366.783209,1273.216791
Aug,South,Jordan,129,21,2709,1899.811328,809.1886716
Jul,East,Skyler,193,23,4439,3396.20,1042.80
Jul,East,Alex,103,34,3502,2349.375989,1152.624011
Aug,West,Jordan,116,30,3480,2747.536514,732.4634858
Dec,North,Alex,90,32,2880,2052.765794,827.234206
Dec,North,Skyler,178,25,4450,3046.626994,1403.373006
Nov,North,Jordan,134,26,3484,2677.010863,806.9891368
Jan,East,Alex,106,25,2650,2099.28475,550.7152502
Jan,West,Jamie,146,23,3358,2645.137767,712.8622333
Aug,East,Alex,81,29,2349,1610.687782,738.312218
Apr,East,Skyler,147,22,3234,2428.090935,805.909065
May,South,Jamie,225,23,5175,3788.248517,1386.751483
Aug,West,Alex,227,31,7037,5339.433706,1697.566294
May,South,Alex,142,24,3408,2464.120072,943.8799278
Oct,North,Jordan,151,23,3473,2502.173116,970.8268835
Apr,East,Skyler,209,22,4598,3597.502912,1000.497088
Dec,West,Alex,162,20,3240,2529.430617,710.5693831
Jun,North,Alex,121,22,2662,2044.787213,617.2127874
Dec,West,Alex,235,30,7050,5327.926337,1722.073663
May,East,Skyler,236,24,5664,4257.940245,1406.059755
Jul,West,Jamie,186,32,5952,3918.959206,2033.040794
Oct,North,Skyler,107,33,3531,2692.141841,838.8581594
Jul,South,Jordan,184,34,6256,4665.20,1590.802756
Apr,East,Jordan,191,25,4775,3320.352163,1454.647837
Dec,South,Skyler,212,31,6572,5080.256045,1491.743955
May,East,Alex,94,33,3102,2403.637623,698.3623773
Mar,North,Alex,189,32,6048,4776.883373,1271.116627
Apr,East,Jamie,152,23,3496,2491.786953,1004.213047
Apr,South,Skyler,239,20,4780,3502.246228,1277.753772
Mar,East,Skyler,169,29,4901,3851.662267,1049.337733
Oct,North,Alex,116,32,3712,2589.19502,1122.80498
May,East,Jordan,222,26,5772,4441.533195,1330.466805
May,South,Jordan,248,32,7936,6339.237049,1596.762951
Nov,North,Jamie,83,28,2324,1737.864772,586.1352285
Jul,South,Jamie,163,34,5542,4420.053117,1121.946883
Apr,East,Jordan,234,32,7488,5446.560523,2041.439477
Apr,West,Skyler,228,25,5700,3835.860647,1864.139353
Sep,South,Jamie,139,33,4587,3102.368746,1484.631254
Jun,East,Alex,165,25,4125,3133.787961,991.21
Apr,West,Skyler,150,28,4200,2730.572523,1469.427477
Feb,West,Alex,110,23,2530,1895.686465,634.3135345
Jun,North,Jamie,96,24,2304,1549.879526,754.1204737
Feb,West,Jordan,86,24,2064,1646.360514,417.6394864
May,South,Jamie,205,33,6765,4562.783658,2202.216342
Jun,South,Jordan,162,31,5022,3680.471127,1341.528873
Apr,West,Skyler,107,24,2568,1927.070513,640.9294874
Mar,East,Jamie,89,27,2403,1857.3374,545.6625999
Jul,South,Jamie,106,30,3180,2286.068794,893.9312061
Feb,South,Jamie,220,20,4400,3476.30718,923.6928197
Nov,North,Skyler,206,29,5974,4313.448775,1660.551225
Jun,East,Alex,122,30,3660,2517.380907,1142.619093
Apr,West,Alex,148,34,5032,3718.422982,1313.577018
Jun,East,Jordan,142,29,4118,3083.150047,1034.849953
Apr,North,Jamie,149,30,4470,3245.705761,1224.294239
Apr,North,Alex,178,22,3916,2976.071182,939.9288179
Apr,East,Skyler,243,34,8262,5891.649687,2370.350313
Sep,North,Jamie,150,27,4050,2635.13462,1414.86538
Jul,North,Jordan,172,34,5848,4033.253556,1814.746444
Mar,North,Alex,222,30,6660,5273.96,1386.040577
Mar,East,Skyler,225,28,6300,4816.245974,1483.754026
Jun,North,Skyler,211,21,4431,3006.123656,1424.876344
Jun,West,Jordan,90,31,2790,1841.394277,948.6057229
Apr,West,Alex,213,23,4899,3442.133101,1456.866899
Sep,South,Jamie,201,33,6633,5143.53,1489.471396
Apr,West,Skyler,97,27,2619,1743.984013,875.0159875
Sep,South,Jordan,146,24,3504,2563.186795,940.8132052
Apr,East,Skyler,224,20,4480,3096.800165,1383.199835
Feb,North,Skyler,176,25,4400,3339.328315,1060.671685
Feb,West,Alex,113,33,3729,2424.07951,1304.92049
May,South,Alex,237,28,6636,4589.299126,2046.700874
Apr,East,Jamie,226,28,6328,4757.944446,1570.055554
Jul,South,Skyler,216,30,6480,4743.441498,1736.558502
Nov,North,Jordan,247,20,4940,3788.139429,1151.860571
May,West,Skyler,123,23,2829,1905.759782,923.2402176
Jun,East,Jordan,174,20,3480,2539.169229,940.8307708
Oct,South,Skyler,170,26,4420,3002.795371,1417.204629
Apr,East,Jordan,190,22,4180,3117.791027,1062.208973
Dec,South,Skyler,232,21,4872,3262.785118,1609.214882
Feb,South,Skyler,150,33,4950,3327.905154,1622.094846
Oct,North,Jamie,132,27,3564,2492.058522,1071.941478
Sep,North,Alex,150,28,4200,2983.201047,1216.798953
Oct,South,Alex,132,34,4488,3252.830357,1235.169643
Jul,West,Jordan,187,26,4862,3583.80952,1278.19048
Apr,East,Skyler,98,25,2450,1764.789079,685.2109212
Mar,East,Skyler,145,29,4205,2762.036624,1442.963376
Oct,North,Alex,241,32,7712,5410.114964,2301.885036
Mar,West,Jordan,80,30,2400,1582.0975,817.9024996
Sep,South,Jamie,185,25,4625,3088.170618,1536.829382
May,North,Jamie,134,28,3752,2491.041104,1260.958896
Mar,South,Jamie,94,24,2256,1519.89953,736.1004702
May,South,Skyler,206,24,4944,3816.461868,1127.538132
Feb,North,Jordan,94,21,1974,1468.924187,505.0758134
Nov,West,Alex,200,25,5000,3630.085683,1369.914317
Apr,East,Skyler,230,33,7590,5767.18,1822.824822
Oct,North,Skyler,145,31,4495,3569.855131,925.144869
Feb,West,Jamie,193,31,5983,4263.792559,1719.207441
Feb,South,Jordan,216,31,6696,4721.428555,1974.571445
Dec,North,Jordan,225,25,5625,4481.246445,1143.753555
Aug,East,Jamie,224,25,5600,4287.917507,1312.082493
Jan,East,Jamie,151,23,3473,2662.286093,810.7139066
Jul,South,Jamie,177,30,5310,3929.354038,1380.645962
May,North,Skyler,241,34,8194,5949.26406,2244.73594
Nov,East,Skyler,123,26,3198,2342.818843,855.1811566
Aug,North,Skyler,236,34,8024,6000.449567,2023.550433
Jan,East,Alex,95,28,2660,1879.358901,780.6410991
Nov,South,Alex,157,20,3140,2409.460834,730.5391659
Jul,South,Jordan,131,22,2882,2266.356214,615.6437861
May,North,Jamie,81,29,2349,1728.141807,620.8581932
Apr,West,Jamie,140,34,4760,3366.373595,1393.626405
Jul,West,Skyler,211,34,7174,5411.624168,1762.375832
Oct,South,Alex,205,28,5740,3887.84,1852.156319
Feb,East,Jamie,131,33,4323,3438.020934,884.9790663
Dec,West,Jordan,120,24,2880,2156.250537,723.7494628
Jan,South,Jamie,110,25,2750,1815.372098,934.6279017
Jan,East,Skyler,233,27,6291,4589.048655,1701.951345
Nov,East,Skyler,234,28,6552,4996.234888,1555.765112
Dec,West,Alex,200,27,5400,3735.055199,1664.944801
Jan,South,Jordan,130,22,2860,1880.874513,979.1254872
Dec,East,Jordan,174,29,5046,3650.147049,1395.852951
May,East,Jamie,90,20,1800,1395.0786,404.9214003
Oct,North,Jordan,215,30,6450,4435.859505,2014.140495
Jul,North,Jamie,91,32,2912,2205.99,706.0086719
Feb,West,Jamie,178,31,5518,3924.228348,1593.771652
Oct,North,Alex,124,32,3968,2614.693001,1353.306999
Aug,South,Jordan,113,24,2712,1886.452169,825.5478313
Apr,West,Skyler,151,26,3926,2736.757126,1189.242874
Dec,West,Jamie,100,21,2100,1649.969252,450.030748
Mar,North,Jamie,120,20,2400,1913.429338,486.5706616
Oct,East,Jamie,101,23,2323,1583.043589,739.9564114
Nov,South,Jordan,100,22,2200,1572.069239,627.9307608
Aug,South,Jordan,235,23,5405,4305.112325,1099.887675
Feb,South,Jordan,150,20,3000,2133.270672,866.729328
Nov,West,Jamie,93,21,1953,1371.739673,581.2603268
Nov,South,Skyler,158,20,3160,2106.083837,1053.916163
Mar,East,Skyler,152,22,3344,2551.447506,792.5524942
Dec,East,Jordan,131,23,3013,2160.474162,852.5258378
Mar,North,Skyler,155,32,4960,3699.165236,1260.834764
Oct,South,Jamie,98,20,1960,1423.897891,536.1021088
Nov,West,Jordan,106,25,2650,1791.878513,858.1214874
Jan,North,Jordan,225,21,4725,3196.252093,1528.747907
Jun,East,Jamie,92,29,2668,2110.290481,557.7095186
Feb,South,Jordan,186,31,5766,4517.24511,1248.75489
Jan,East,Jamie,208,32,6656,4936.056991,1719.943009
Feb,North,Jordan,164,30,4920,3198.918258,1721.081742
Dec,East,Skyler,241,24,5784,4135.527298,1648.472702
Jun,South,Jordan,220,27,5940,4333.611353,1606.388647
Apr,South,Jordan,188,31,5828,4181.098531,1646.901469
Jun,North,Jordan,194,32,6208,4896.978525,1311.021475
Dec,South,Alex,130,23,2990,1961.82833,1028.17167
Sep,East,Skyler,80,24,1920,1436.61941,483.3805901
Oct,East,Jamie,200,28,5600,3903.622575,1696.377425
Dec,West,Alex,235,21,4935,3621.902891,1313.097109
Oct,West,Skyler,202,31,6262,4686.403161,1575.596839
Aug,West,Jordan,111,31,3441,2464.179922,976.8200782
Jan,East,Jordan,233,21,4893,3289.349379,1603.650621
Aug,East,Jamie,221,25,5525,4021.40285,1503.59715
Sep,North,Jamie,172,25,4300,3396.756727,903.243273
Jun,West,Skyler,147,22,3234,2362.055475,871.9445252
Oct,East,Skyler,142,31,4402,2942.477175,1459.522825
May,North,Jamie,161,28,4508,3487.499037,1020.500963
Jun,East,Skyler,221,32,7072,4832.03,2239.97
Jun,North,Jamie,234,20,4680,3301.892317,1378.107683
Sep,West,Jordan,120,31,3720,2657.246476,1062.753524
Apr,West,Jamie,82,22,1804,1264.522616,539.4773837
Feb,West,Alex,173,27,4671,3319.52911,1351.47089
Nov,East,Jamie,138,27,3726,2866.494123,859.5058772
Nov,East,Jamie,230,23,5290,3615.74,1674.264626
Sep,North,Alex,97,27,2619,1887.153931,731.8460688
Feb,South,Alex,183,30,5490,3584.977053,1905.022947
Oct,South,Alex,153,29,4437,3221.927053,1215.072947
Sep,West,Alex,199,32,6368,4245.884993,2122.115007
Feb,South,Jamie,155,27,4185,2897.423613,1287.576387
Dec,West,Skyler,248,20,4960,3465.705805,1494.294195
Aug,North,Alex,87,22,1914,1267.743439,646.2565612
Sep,South,Jordan,239,20,4780,3365.525939,1414.474061
Dec,South,Jamie,160,34,5440,3942.41484,1497.58516
Oct,West,Skyler,248,21,5208,3721.971743,1486.028257
Sep,North,Jordan,180,23,4140,2865.14412,1274.85588
Oct,South,Jamie,88,22,1936,1344.025881,591.9741194
Sep,South,Jamie,169,32,5408,4029.16,1378.837442
Feb,South,Jordan,127,34,4318,3272.005012,1045.994988
Apr,North,Alex,194,30,5820,4286.311259,1533.688741
Jul,North,Alex,231,25,5775,4599.37289,1175.62711
Dec,South,Jordan,166,31,5146,4074.248289,1071.751711
Feb,West,Skyler,174,31,5394,3585.771231,1808.228769
Jan,West,Alex,193,24,4632,3192.402937,1439.597063
Mar,South,Jamie,97,24,2328,1816.443224,511.5567758
Dec,North,Jamie,108,29,3132,2049.735919,1082.264081
Apr,South,Skyler,81,26,2106,1555.975085,550.0249151
Aug,North,Jamie,157,26,4082,3237.740068,844.2599318
Jun,South,Alex,147,28,4116,3094.440292,1021.559708
Nov,North,Skyler,177,27,4779,3172.252395,1606.747605
Feb,East,Alex,196,22,4312,3286.488508,1025.511492
Sep,West,Skyler,189,21,3969,2803.990144,1165.009856
Feb,East,Jordan,246,20,4920,3878.091807,1041.908193
Dec,West,Jamie,120,34,4080,2827.225567,1252.774433
May,North,Skyler,194,29,5626,4056.260514,1569.739486
Dec,East,Jordan,160,25,4000,3047.964309,952.0356907
Apr,West,Alex,201,32,6432,4429.274564,2002.725436
Jul,South,Jordan,166,32,5312,3597.644174,1714.355826
Aug,North,Alex,101,23,2323,1510.893652,812.106348
May,North,Skyler,128,22,2816,2036.515075,779.4849246
Oct,South,Skyler,235,30,7050,5564.512977,1485.487023
May,South,Jamie,95,30,2850,1972.835768,877.1642318
Feb,West,Jamie,147,21,3087,2026.636428,1060.363572
Aug,North,Skyler,243,21,5103,3791.859125,1311.140875
Feb,West,Alex,101,30,3030,1995.029226,1034.970774
Oct,South,Alex,218,23,5014,3640.348692,1373.651308
Dec,North,Skyler,164,20,3280,2319.712616,960.2873838
Jun,South,Alex,200,25,5000,3606.56789,1393.43211
Aug,West,Skyler,159,29,4611,3109.640154,1501.359846
Jun,West,Jamie,249,30,7470,4956.571207,2513.428793
Apr,West,Alex,134,24,3216,2451.713199,764.2868006
Apr,North,Jamie,114,29,3306,2270.726146,1035.273854
Jun,South,Jordan,113,28,3164,2436.481276,727.52
Apr,South,Jamie,152,21,3192,2437.944559,754.0554414
Aug,West,Jordan,156,28,4368,2969.177836,1398.822164
Sep,West,Jamie,211,28,5908,4645.13,1262.872955
Jan,West,Jamie,204,29,5916,3988.519509,1927.480491
Apr,West,Alex,90,28,2520,1939.321093,580.6789071
Apr,East,Jamie,140,29,4060,2895.105036,1164.894964
Feb,East,Skyler,201,29,5829,3948.870316,1880.129684
Jun,East,Alex,114,23,2622,2073.259181,548.7408192
Mar,West,Alex,148,24,3552,2822.023589,729.9764112
Jul,West,Alex,136,27,3672,2668.4642,1003.5358
Nov,South,Jamie,218,33,7194,5182.39,2011.61
Nov,North,Alex,91,27,2457,1929.055221,527.94
May,South,Jordan,204,20,4080,3016.835647,1063.164353
Apr,East,Jordan,122,29,3538,2440.886697,1097.113303
May,South,Jamie,226,20,4520,3226.28374,1293.71626
Aug,West,Alex,156,29,4524,3507.902189,1016.097811
Mar,East,Skyler,147,25,3675,2862.584273,812.4157268
Jul,East,Skyler,138,26,3588,2837.705859,750.2941412
Jun,North,Jordan,81,21,1701,1179.199765,521.8002346
Dec,North,Jamie,215,21,4515,3395.248005,1119.751995
Jan,East,Jamie,229,24,5496,3628.779737,1867.220263
Jul,East,Jamie,100,28,2800,2124.879115,675.12
Jul,South,Jamie,236,24,5664,4160.094457,1503.905543
Dec,East,Jamie,180,27,4860,3341.079482,1518.920518
Jan,West,Alex,165,27,4455,3333.207777,1121.792223
Sep,South,Alex,201,24,4824,3233.417769,1590.582231
Jun,West,Alex,154,27,4158,2910.894987,1247.105013
Dec,West,Skyler,154,34,5236,3718.28,1517.72246
Feb,West,Alex,162,27,4374,3352.979693,1021.020307
May,East,Jamie,244,34,8296,5776.65,2519.35
Nov,North,Jamie,157,24,3768,2476.914385,1291.085615
Apr,North,Skyler,236,24,5664,3835.157294,1828.842706
Jul,West,Skyler,244,23,5612,4159.692798,1452.307202
Aug,East,Jordan,100,20,2000,1304.575114,695.42
Nov,South,Skyler,199,28,5572,4283.947733,1288.052267
Nov,West,Jordan,91,21,1911,1500.45607,410.5439295
Jan,South,Alex,162,20,3240,2346.763238,893.2367624
May,South,Jamie,192,25,4800,3629.493901,1170.506099
