Month,Region,Sales_Rep,Units_Sold,Unit_Price,Revenue,Cost,Profit
Jun,West,Jamie,114,22,2508,1896.9844359624128,611.0155640375872
Jan,South,Jamie,243,29,7047,5474.632015311208,1572.3679846887917
Apr,East,Jamie,200,33,6600,4983.983684448477,1616.016315551523
Jun,North,Jordan,222,30,6660,4972.150571962499,1687.8494280375007
Jul,East,Jordan,209,27,5643,3878.9827397093827,1764.0172602906173
Nov,North,Jamie,199,26,5174,3746.961777301012,1427.0382226989882
Nov,North,Alex,84,28,2352,1784.5664867942562,567.4335132057438
Oct,South,Jamie,150,22,3300,2240.7205125082137,1059.2794874917863
Mar,South,Skyler,165,29,4785,3452.289128546153,1332.7108714538472
Sep,South,Alex,174,20,3480,2323.088757369722,1156.9112426302781
Dec,West,Jordan,239,28,6692,4882.535717243017,1809.4642827569833
Dec,West,Skyler,120,28,3360,2473.062798777953,886.937201222047
Jul,East,Jamie,249,31,7719,5637.246252240411,2081.753747759589
Jan,South,Jamie,154,31,4774,3439.283613539261,1334.7163864607392
Feb,West,Alex,247,20,4940,3646.303382512145,1293.6966174878548
Jan,South,Alex,162,33,5346,4274.233535985469,1071.7664640145313
Nov,West,Jamie,117,27,3159,2348.338887892479,810.6611121075211
Sep,West,Jamie,121,33,3993,3046.2004372755314,946.7995627244686
Sep,North,Alex,244,33,8052,5465.843624487066,2586.1563755129337
Jul,South,Skyler,135,29,3915,2856.0062447032747,1058.9937552967253
Oct,South,Jordan,150,20,3000,1953.3774244984825,1046.6225755015175
Mar,West,Alex,134,25,3350,2193.3075202833797,1156.6924797166203
May,South,Skyler,101,28,2828,1974.9961882506716,853.0038117493284
Apr,West,Jamie,106,22,2332,1679.0168471036604,652.9831528963396
Jul,South,Jordan,184,25,4600,3387.189417960661,1212.810582039339
Sep,North,Skyler,117,22,2574,2015.9584861748808,558.0415138251192
Dec,South,Jordan,191,30,5730,4387.824595053105,1342.1754049468946
Feb,North,Jordan,118,33,3894,2706.3165419852176,1187.6834580147824
Aug,East,Jordan,222,24,5328,4057.3925535098047,1270.6074464901953
Sep,South,Skyler,198,30,5940,4350.50745492921,1589.4925450707897
Oct,South,Skyler,139,33,4587,3517.6656844735426,1069.3343155264574
Oct,South,Jamie,215,26,5590,3978.165085254778,1611.8349147452218
Sep,North,Jordan,123,30,3690,2449.362950958404,1240.6370490415961
Oct,South,Alex,122,29,3538,2627.9314591529537,910.0685408470463
Jul,South,Alex,213,31,6603,4843.667851939988,1759.3321480600116
Sep,West,Alex,234,23,5382,4268.144131018585,1113.8558689814154
Sep,East,Skyler,102,23,2346,1581.9535959657399,764.0464040342601
Mar,North,Jamie,201,26,5226,3911.242614993191,1314.7573850068088
Apr,West,Skyler,220,24,5280,3807.4661808857863,1472.5338191142137
Feb,North,Jordan,163,20,3260,2304.293080999792,955.706919000208
Oct,West,Alex,185,30,5550,4268.9774969928,1281.0225030071997
Mar,East,Skyler,143,34,4862,3751.507242103164,1110.4927578968359
Nov,West,Alex,232,29,6728,5094.3749137612385,1633.6250862387615
Nov,North,Skyler,204,32,6528,4325.062589520662,2202.937410479338
May,South,Alex,131,34,4454,3125.6684680158774,1328.3315319841226
May,South,Jordan,127,31,3937,2586.658321941428,1350.3416780585721
Jun,East,Alex,140,32,4480,3142.9537587395903,1337.0462412604097
Jul,North,Jordan,96,34,3264,2438.820544396759,825.179455603241
Jul,North,Jordan,119,21,2499,1818.7872334394929,680.2127665605071
Jan,North,Skyler,154,25,3850,2908.4460158893667,941.5539841106333
Feb,East,Skyler,168,32,5376,3939.098787868648,1436.9012121313522
Dec,South,Skyler,148,31,4588,3364.7110409517813,1223.2889590482187
Sep,West,Jordan,164,28,4592,3336.752842776927,1255.247157223073
Oct,East,Jamie,105,26,2730,1923.6912319497726,806.3087680502274
Feb,West,Jamie,119,23,2737,1962.3872113685618,774.6127886314382
Jun,South,Jordan,175,34,5950,3967.8506870679707,1982.1493129320293
Nov,East,Jordan,196,31,6076,4709.9710016765175,1366.0289983234825
Nov,South,Skyler,215,31,6665,5221.2393355559925,1443.7606644440075
Jan,West,Skyler,152,34,5168,3953.21313459488,1214.78686540512
Mar,North,Skyler,124,32,3968,2926.550394442185,1041.4496055578152
Feb,North,Jamie,96,21,2016,1482.5198046096984,533.4801953903016
Mar,West,Jamie,248,23,5704,4110.008896975583,1593.9911030244166
May,North,Jordan,156,33,5148,3524.845946132026,1623.1540538679742
Nov,West,Jamie,216,24,5184,3668.045854277278,1515.954145722722
Oct,East,Skyler,170,21,3570,2850.594563195657,719.405436804343
Jun,East,Skyler,185,20,3700,2485.9206719282215,1214.0793280717785
Sep,East,Skyler,180,23,4140,3028.006304388412,1111.993695611588
Dec,North,Skyler,182,30,5460,4258.684629365857,1201.3153706341427
Nov,South,Skyler,103,32,3296,2366.3640310965893,929.6359689034107
Oct,North,Alex,152,25,3800,2815.197851376621,984.8021486233788
Dec,North,Jordan,200,20,4000,3096.6758914466322,903.3241085533678
Dec,South,Jordan,185,20,3700,2708.8965537479166,991.1034462520834
Apr,South,Jamie,218,28,6104,4637.333164282521,1466.6668357174794
Jul,South,Skyler,114,24,2736,1920.9205855175903,815.0794144824097
Jun,South,Alex,236,21,4956,3766.329458614945,1189.670541385055
Feb,North,Skyler,215,30,6450,4232.188123850516,2217.8118761494843
Oct,West,Skyler,96,33,3168,2131.857744849395,1036.1422551506048
Nov,East,Jamie,219,21,4599,3428.9887672202162,1170.0112327797838
Nov,West,Alex,172,23,3956,2837.809630764362,1118.1903692356382
Nov,North,Alex,188,30,5640,4366.783209128281,1273.2167908717192
Aug,South,Jordan,129,21,2709,1899.8113283762257,809.1886716237743
Jul,East,Skyler,193,23,4439,3396.19565549435,1042.80434450565
Jul,East,Alex,103,34,3502,2349.3759891684754,1152.6240108315246
Aug,West,Jordan,116,30,3480,2747.5365141819216,732.4634858180784
Dec,North,Alex,90,32,2880,2052.7657940434015,827.2342059565985
Dec,North,Skyler,178,25,4450,3046.626994202226,1403.373005797774
Nov,North,Jordan,134,26,3484,2677.0108632498454,806.9891367501546
Jan,East,Alex,106,25,2650,2099.2847498155493,550.7152501844507
Jan,West,Jamie,146,23,3358,2645.137766651479,712.8622333485209
Aug,East,Alex,81,29,2349,1610.6877819857148,738.3122180142852
Apr,East,Skyler,147,22,3234,2428.0909349802955,805.9090650197045
May,South,Jamie,225,23,5175,3788.2485167590767,1386.7514832409233
Aug,West,Alex,227,31,7037,5339.433705814122,1697.5662941858782
May,South,Alex,142,24,3408,2464.120072188285,943.8799278117149
Oct,North,Jordan,151,23,3473,2502.1731164667613,970.8268835332387
Apr,East,Skyler,209,22,4598,3597.5029115723596,1000.4970884276404
Dec,West,Alex,162,20,3240,2529.4306168541634,710.5693831458366
Jun,North,Alex,121,22,2662,2044.7872126456703,617.2127873543297
Dec,West,Alex,235,30,7050,5327.926337313293,1722.0736626867074
May,East,Skyler,236,24,5664,4257.9402454570445,1406.0597545429555
Jul,West,Jamie,186,32,5952,3918.959205580581,2033.040794419419
Oct,North,Skyler,107,33,3531,2692.1418405717163,838.8581594282837
Jul,South,Jordan,184,34,6256,4665.19724384622,1590.8027561537801
Apr,East,Jordan,191,25,4775,3320.3521625648145,1454.6478374351855
Dec,South,Skyler,212,31,6572,5080.256045074934,1491.7439549250657
May,East,Alex,94,33,3102,2403.6376227297083,698.3623772702917
Mar,North,Alex,189,32,6048,4776.883373332479,1271.116626667521
Apr,East,Jamie,152,23,3496,2491.7869527499315,1004.2130472500685
Apr,South,Skyler,239,20,4780,3502.246227825379,1277.7537721746212
Mar,East,Skyler,169,29,4901,3851.6622668961168,1049.3377331038832
Oct,North,Alex,116,32,3712,2589.195019676956,1122.8049803230442
May,East,Jordan,222,26,5772,4441.533195408116,1330.4668045918843
May,South,Jordan,248,32,7936,6339.237049107679,1596.762950892321
Nov,North,Jamie,83,28,2324,1737.8647715356494,586.1352284643506
Jul,South,Jamie,163,34,5542,4420.053116772948,1121.9468832270522
Apr,East,Jordan,234,32,7488,5446.560523291352,2041.4394767086478
Apr,West,Skyler,228,25,5700,3835.8606474677695,1864.1393525322305
Sep,South,Jamie,139,33,4587,3102.3687456637167,1484.6312543362833
Jun,East,Alex,165,25,4125,3133.787960650603,991.212039349397
Apr,West,Skyler,150,28,4200,2730.572522984574,1469.4274770154261
Feb,West,Alex,110,23,2530,1895.6864654697276,634.3135345302724
Jun,North,Jamie,96,24,2304,1549.8795262729077,754.1204737270923
Feb,West,Jordan,86,24,2064,1646.3605136331228,417.63948636687724
May,South,Jamie,205,33,6765,4562.783658484299,2202.216341515701
Jun,South,Jordan,162,31,5022,3680.4711274160777,1341.5288725839223
Apr,West,Skyler,107,24,2568,1927.0705126182966,640.9294873817034
Mar,East,Jamie,89,27,2403,1857.3374000964225,545.6625999035775
Jul,South,Jamie,106,30,3180,2286.0687938602946,893.9312061397054
Feb,South,Jamie,220,20,4400,3476.3071802601007,923.6928197398993
Nov,North,Skyler,206,29,5974,4313.448774903964,1660.5512250960364
Jun,East,Alex,122,30,3660,2517.3809071299065,1142.6190928700935
Apr,West,Alex,148,34,5032,3718.422982181055,1313.577017818945
Jun,East,Jordan,142,29,4118,3083.1500466427406,1034.8499533572594
Apr,North,Jamie,149,30,4470,3245.705761383106,1224.2942386168938
Apr,North,Alex,178,22,3916,2976.071182058967,939.9288179410328
Apr,East,Skyler,243,34,8262,5891.649687030919,2370.3503129690807
Sep,North,Jamie,150,27,4050,2635.1346204675533,1414.8653795324467
Jul,North,Jordan,172,34,5848,4033.253556315592,1814.746443684408
Mar,North,Alex,222,30,6660,5273.95942304623,1386.0405769537701
Mar,East,Skyler,225,28,6300,4816.245974243347,1483.7540257566534
Jun,North,Skyler,211,21,4431,3006.1236562859963,1424.8763437140037
Jun,West,Jordan,90,31,2790,1841.3942771221007,948.6057228778993
Apr,West,Alex,213,23,4899,3442.133100826446,1456.866899173554
Sep,South,Jamie,201,33,6633,5143.52860417912,1489.4713958208804
Apr,West,Skyler,97,27,2619,1743.9840125037197,875.0159874962803
Sep,South,Jordan,146,24,3504,2563.1867947533333,940.8132052466667
Apr,East,Skyler,224,20,4480,3096.8001646741986,1383.1998353258014
Feb,North,Skyler,176,25,4400,3339.328314743885,1060.6716852561149
Feb,West,Alex,113,33,3729,2424.0795101636427,1304.9204898363573
May,South,Alex,237,28,6636,4589.299126030556,2046.7008739694438
Apr,East,Jamie,226,28,6328,4757.944445958257,1570.0555540417427
Jul,South,Skyler,216,30,6480,4743.4414976798635,1736.5585023201365
Nov,North,Jordan,247,20,4940,3788.1394292993336,1151.8605707006664
May,West,Skyler,123,23,2829,1905.7597823554925,923.2402176445075
Jun,East,Jordan,174,20,3480,2539.169229221239,940.8307707787608
Oct,South,Skyler,170,26,4420,3002.7953710703923,1417.2046289296077
Apr,East,Jordan,190,22,4180,3117.791027350299,1062.208972649701
Dec,South,Skyler,232,21,4872,3262.7851178802475,1609.2148821197525
Feb,South,Skyler,150,33,4950,3327.9051544193458,1622.0948455806542
Oct,North,Jamie,132,27,3564,2492.058522174292,1071.9414778257078
Sep,North,Alex,150,28,4200,2983.2010471658837,1216.7989528341163
Oct,South,Alex,132,34,4488,3252.830356728305,1235.169643271695
Jul,West,Jordan,187,26,4862,3583.809520296136,1278.1904797038642
Apr,East,Skyler,98,25,2450,1764.7890787816016,685.2109212183984
Mar,East,Skyler,145,29,4205,2762.0366239758923,1442.9633760241077
Oct,North,Alex,241,32,7712,5410.114964019664,2301.8850359803364
Mar,West,Jordan,80,30,2400,1582.0975003680712,817.9024996319288
Sep,South,Jamie,185,25,4625,3088.170618468258,1536.829381531742
May,North,Jamie,134,28,3752,2491.041103936111,1260.958896063889
Mar,South,Jamie,94,24,2256,1519.8995297609188,736.1004702390812
May,South,Skyler,206,24,4944,3816.461867537225,1127.5381324627751
Feb,North,Jordan,94,21,1974,1468.9241866442956,505.07581335570444
Nov,West,Alex,200,25,5000,3630.0856825648893,1369.9143174351107
Apr,East,Skyler,230,33,7590,5767.17517826026,1822.8248217397404
Oct,North,Skyler,145,31,4495,3569.855130993268,925.1448690067318
Feb,West,Jamie,193,31,5983,4263.792559130281,1719.207440869719
Feb,South,Jordan,216,31,6696,4721.428555132691,1974.5714448673089
Dec,North,Jordan,225,25,5625,4481.246444628915,1143.753555371085
Aug,East,Jamie,224,25,5600,4287.917506902516,1312.082493097484
Jan,East,Jamie,151,23,3473,2662.2860933659995,810.7139066340005
Jul,South,Jamie,177,30,5310,3929.3540379850137,1380.6459620149863
May,North,Skyler,241,34,8194,5949.264060036321,2244.735939963679
Nov,East,Skyler,123,26,3198,2342.8188434061744,855.1811565938256
Aug,North,Skyler,236,34,8024,6000.449567012544,2023.5504329874557
Jan,East,Alex,95,28,2660,1879.358900854245,780.6410991457551
Nov,South,Alex,157,20,3140,2409.4608341151998,730.5391658848002
Jul,South,Jordan,131,22,2882,2266.3562139152364,615.6437860847636
May,North,Jamie,81,29,2349,1728.141806820487,620.8581931795129
Apr,West,Jamie,140,34,4760,3366.373594767945,1393.6264052320548
Jul,West,Skyler,211,34,7174,5411.6241675051715,1762.3758324948285
Oct,South,Alex,205,28,5740,3887.84368114946,1852.1563188505402
Feb,East,Jamie,131,33,4323,3438.0209337435417,884.9790662564583
Dec,West,Jordan,120,24,2880,2156.2505372079345,723.7494627920655
Jan,South,Jamie,110,25,2750,1815.3720982731652,934.6279017268348
Jan,East,Skyler,233,27,6291,4589.048654988383,1701.9513450116174
Nov,East,Skyler,234,28,6552,4996.234888371599,1555.7651116284014
Dec,West,Alex,200,27,5400,3735.0551993133736,1664.9448006866264
Jan,South,Jordan,130,22,2860,1880.8745127875377,979.1254872124623
Dec,East,Jordan,174,29,5046,3650.1470492464646,1395.8529507535354
May,East,Jamie,90,20,1800,1395.0785997356343,404.92140026436573
Oct,North,Jordan,215,30,6450,4435.8595052886585,2014.1404947113415
Jul,North,Jamie,91,32,2912,2205.99132809522,706.0086719047799
Feb,West,Jamie,178,31,5518,3924.228348110714,1593.7716518892862
Oct,North,Alex,124,32,3968,2614.6930010038623,1353.3069989961377
Aug,South,Jordan,113,24,2712,1886.4521686626795,825.5478313373205
Apr,West,Skyler,151,26,3926,2736.7571264624708,1189.2428735375292
Dec,West,Jamie,100,21,2100,1649.9692520158512,450.0307479841488
Mar,North,Jamie,120,20,2400,1913.4293383575966,486.57066164240337
Oct,East,Jamie,101,23,2323,1583.043588623448,739.9564113765521
Nov,South,Jordan,100,22,2200,1572.0692391812504,627.9307608187496
Aug,South,Jordan,235,23,5405,4305.112325331177,1099.887674668823
Feb,South,Jordan,150,20,3000,2133.2706720257443,866.7293279742557
Nov,West,Jamie,93,21,1953,1371.7396731682866,581.2603268317134
Nov,South,Skyler,158,20,3160,2106.083836916795,1053.916163083205
Mar,East,Skyler,152,22,3344,2551.4475058246426,792.5524941753574
Dec,East,Jordan,131,23,3013,2160.4741622437846,852.5258377562154
Mar,North,Skyler,155,32,4960,3699.165236338147,1260.8347636618528
Oct,South,Jamie,98,20,1960,1423.8978911576355,536.1021088423645
Nov,West,Jordan,106,25,2650,1791.8785125915213,858.1214874084787
Jan,North,Jordan,225,21,4725,3196.2520926667894,1528.7479073332106
Jun,East,Jamie,92,29,2668,2110.2904813951172,557.7095186048828
Feb,South,Jordan,186,31,5766,4517.245109521782,1248.754890478218
Jan,East,Jamie,208,32,6656,4936.056990581207,1719.9430094187928
Feb,North,Jordan,164,30,4920,3198.9182584951723,1721.0817415048277
Dec,East,Skyler,241,24,5784,4135.527297951341,1648.472702048659
Jun,South,Jordan,220,27,5940,4333.611352655602,1606.3886473443981
Apr,South,Jordan,188,31,5828,4181.098531233478,1646.9014687665222
Jun,North,Jordan,194,32,6208,4896.978524668371,1311.0214753316286
Dec,South,Alex,130,23,2990,1961.8283298941594,1028.1716701058406
Sep,East,Skyler,80,24,1920,1436.619409901611,483.3805900983889
Oct,East,Jamie,200,28,5600,3903.622574868168,1696.3774251318318
Dec,West,Alex,235,21,4935,3621.9028905549576,1313.0971094450424
Oct,West,Skyler,202,31,6262,4686.403160741118,1575.596839258882
Aug,West,Jordan,111,31,3441,2464.179921769046,976.8200782309541
Jan,East,Jordan,233,21,4893,3289.349379091468,1603.650620908532
Aug,East,Jamie,221,25,5525,4021.4028499792635,1503.5971500207365
Sep,North,Jamie,172,25,4300,3396.756727047805,903.2432729521952
Jun,West,Skyler,147,22,3234,2362.0554747801752,871.9445252198248
Oct,East,Skyler,142,31,4402,2942.4771747886716,1459.5228252113284
May,North,Jamie,161,28,4508,3487.4990372797456,1020.5009627202544
Jun,East,Skyler,221,32,7072,4832.02697630245,2239.97302369755
Jun,North,Jamie,234,20,4680,3301.8923170777366,1378.1076829222634
Sep,West,Jordan,120,31,3720,2657.2464762660447,1062.7535237339553
Apr,West,Jamie,82,22,1804,1264.522616312278,539.4773836877221
Feb,West,Alex,173,27,4671,3319.5291097352233,1351.4708902647767
Nov,East,Jamie,138,27,3726,2866.494122754833,859.5058772451671
Nov,East,Jamie,230,23,5290,3615.73537435923,1674.2646256407702
Sep,North,Alex,97,27,2619,1887.153931155667,731.8460688443331
Feb,South,Alex,183,30,5490,3584.9770534180157,1905.0229465819843
Oct,South,Alex,153,29,4437,3221.927052593344,1215.072947406656
Sep,West,Alex,199,32,6368,4245.884993174713,2122.1150068252873
Feb,South,Jamie,155,27,4185,2897.4236127379017,1287.5763872620983
Dec,West,Skyler,248,20,4960,3465.7058053704527,1494.2941946295473
Aug,North,Alex,87,22,1914,1267.7434388217923,646.2565611782077
Sep,South,Jordan,239,20,4780,3365.5259391672184,1414.4740608327816
Dec,South,Jamie,160,34,5440,3942.4148400038794,1497.5851599961206
Oct,West,Skyler,248,21,5208,3721.9717431409977,1486.0282568590023
Sep,North,Jordan,180,23,4140,2865.1441203725235,1274.8558796274765
Oct,South,Jamie,88,22,1936,1344.0258805901371,591.9741194098629
Sep,South,Jamie,169,32,5408,4029.16255830334,1378.8374416966599
Feb,South,Jordan,127,34,4318,3272.0050123678275,1045.9949876321725
Apr,North,Alex,194,30,5820,4286.311259098908,1533.6887409010924
Jul,North,Alex,231,25,5775,4599.372890249379,1175.6271097506205
Dec,South,Jordan,166,31,5146,4074.2482894311815,1071.7517105688185
Feb,West,Skyler,174,31,5394,3585.771231346699,1808.228768653301
Jan,West,Alex,193,24,4632,3192.402936559279,1439.5970634407208
Mar,South,Jamie,97,24,2328,1816.4432242144749,511.55677578552513
Dec,North,Jamie,108,29,3132,2049.735918961318,1082.264081038682
Apr,South,Skyler,81,26,2106,1555.9750849369289,550.0249150630711
Aug,North,Jamie,157,26,4082,3237.7400681771283,844.2599318228717
Jun,South,Alex,147,28,4116,3094.440292415444,1021.5597075845558
Nov,North,Skyler,177,27,4779,3172.2523946597144,1606.7476053402856
Feb,East,Alex,196,22,4312,3286.4885083850886,1025.5114916149114
Sep,West,Skyler,189,21,3969,2803.990144381241,1165.009855618759
Feb,East,Jordan,246,20,4920,3878.0918074553824,1041.9081925446176
Dec,West,Jamie,120,34,4080,2827.2255667604986,1252.7744332395014
May,North,Skyler,194,29,5626,4056.260513936974,1569.739486063026
Dec,East,Jordan,160,25,4000,3047.9643093276636,952.0356906723364
Apr,West,Alex,201,32,6432,4429.274564051777,2002.725435948223
Jul,South,Jordan,166,32,5312,3597.6441744379113,1714.3558255620887
Aug,North,Alex,101,23,2323,1510.8936519764889,812.1063480235111
May,North,Skyler,128,22,2816,2036.5150753946025,779.4849246053975
Oct,South,Skyler,235,30,7050,5564.5129766288355,1485.4870233711645
May,South,Jamie,95,30,2850,1972.8357682448589,877.1642317551411
Feb,West,Jamie,147,21,3087,2026.6364278882065,1060.3635721117935
Aug,North,Skyler,243,21,5103,3791.8591248947464,1311.1408751052536
Feb,West,Alex,101,30,3030,1995.029226103614,1034.970773896386
Oct,South,Alex,218,23,5014,3640.3486915474214,1373.6513084525786
Dec,North,Skyler,164,20,3280,2319.712616193688,960.2873838063119
Jun,South,Alex,200,25,5000,3606.5678903077664,1393.4321096922336
Aug,West,Skyler,159,29,4611,3109.6401540692596,1501.3598459307404
Jun,West,Jamie,249,30,7470,4956.571207195331,2513.428792804669
Apr,West,Alex,134,24,3216,2451.7131994258784,764.2868005741216
Apr,North,Jamie,114,29,3306,2270.726146313547,1035.273853686453
Jun,South,Jordan,113,28,3164,2436.481275692146,727.518724307854
Apr,South,Jamie,152,21,3192,2437.9445586408465,754.0554413591535
Aug,West,Jordan,156,28,4368,2969.177836092004,1398.8221639079961
Sep,West,Jamie,211,28,5908,4645.12704501269,1262.8729549873096
Jan,West,Jamie,204,29,5916,3988.5195094288565,1927.4804905711435
Apr,West,Alex,90,28,2520,1939.3210929461156,580.6789070538844
Apr,East,Jamie,140,29,4060,2895.105035923526,1164.894964076474
Feb,East,Skyler,201,29,5829,3948.870315622819,1880.129684377181
Jun,East,Alex,114,23,2622,2073.259180837723,548.7408191622771
Mar,West,Alex,148,24,3552,2822.0235887541858,729.9764112458142
Jul,West,Alex,136,27,3672,2668.4641998217485,1003.5358001782515
Nov,South,Jamie,218,33,7194,5182.38622197108,2011.61377802892
Nov,North,Alex,91,27,2457,1929.055220617852,527.944779382148
May,South,Jordan,204,20,4080,3016.835646696515,1063.1643533034849
Apr,East,Jordan,122,29,3538,2440.8866973771746,1097.1133026228254
May,South,Jamie,226,20,4520,3226.2837401474285,1293.7162598525715
Aug,West,Alex,156,29,4524,3507.9021886534156,1016.0978113465844
Mar,East,Skyler,147,25,3675,2862.5842731793123,812.4157268206877
Jul,East,Skyler,138,26,3588,2837.7058588337504,750.2941411662496
Jun,North,Jordan,81,21,1701,1179.1997653633553,521.8002346366447
Dec,North,Jamie,215,21,4515,3395.2480046563824,1119.7519953436176
Jan,East,Jamie,229,24,5496,3628.7797368886017,1867.2202631113983
Jul,East,Jamie,100,28,2800,2124.879115321236,675.120884678764
Jul,South,Jamie,236,24,5664,4160.094456662867,1503.9055433371332
Dec,East,Jamie,180,27,4860,3341.0794818623067,1518.9205181376933
Jan,West,Alex,165,27,4455,3333.207777368374,1121.792222631626
Sep,South,Alex,201,24,4824,3233.4177690699553,1590.5822309300447
Jun,West,Alex,154,27,4158,2910.8949872734734,1247.1050127265266
Dec,West,Skyler,154,34,5236,3718.27754049277,1517.7224595072298
Feb,West,Alex,162,27,4374,3352.9796931519486,1021.0203068480514
May,East,Jamie,244,34,8296,5776.65119104316,2519.34880895684
Nov,North,Jamie,157,24,3768,2476.9143853625324,1291.0856146374676
Apr,North,Skyler,236,24,5664,3835.1572939425964,1828.8427060574036
Jul,West,Skyler,244,23,5612,4159.692797539683,1452.307202460317
Aug,East,Jordan,100,20,2000,1304.575114151688,695.424885848312
Nov,South,Skyler,199,28,5572,4283.947733163593,1288.0522668364074
Nov,West,Jordan,91,21,1911,1500.4560704614757,410.54392953852425
Jan,South,Alex,162,20,3240,2346.763237559375,893.2367624406252
May,South,Jamie,192,25,4800,3629.4939012244913,1170.5060987755087
Mar,East,Jordan,94,24,2256,1622.969825909538,633.030174090462
Jan,East,Jordan,192,30,5760,4010.771486460827,1749.228513539173
Dec,North,Jordan,220,34,7480,5046.980076875067,2433.0199231249326
Mar,North,Skyler,203,20,4060,2954.5608331695494,1105.4391668304506
Jun,East,Skyler,220,26,5720,4515.845249543538,1204.1547504564624
Jul,West,Skyler,194,26,5044,3951.9529414650697,1092.0470585349303
Aug,North,Jordan,226,22,4972,3917.656921934975,1054.343078065025
Nov,South,Alex,111,27,2997,2382.500991167058,614.4990088329419
Apr,West,Jamie,178,34,6052,4083.9119718921506,1968.0880281078494
Mar,South,Skyler,166,25,4150,2788.7120249526533,1361.2879750473467
May,East,Alex,228,23,5244,3745.077123414437,1498.9228765855628
Sep,South,Skyler,191,29,5539,4173.064489794863,1365.9355102051368
Jun,West,Skyler,221,29,6409,4588.549749958759,1820.450250041241
Sep,East,Jordan,103,29,2987,2341.3693758997274,645.6306241002726
Jun,West,Jordan,128,31,3968,3006.1943871515864,961.8056128484136
Feb,South,Skyler,111,32,3552,2646.579645141737,905.4203548582632
May,West,Jamie,154,34,5236,3459.1931097022216,1776.8068902977784
Dec,East,Skyler,188,22,4136,2797.178099211244,1338.821900788756
Nov,South,Jamie,90,20,1800,1285.6015136462545,514.3984863537455
Sep,South,Alex,147,32,4704,3746.530037258996,957.4699627410041
Aug,North,Skyler,169,21,3549,2484.8724706910407,1064.1275293089593
Jul,North,Jamie,189,21,3969,2954.905891608766,1014.0941083912339
Jan,West,Alex,212,34,7208,5754.405203095401,1453.5947969045992
Apr,North,Alex,243,32,7776,5362.3588287004895,2413.6411712995105
Dec,North,Jordan,111,30,3330,2247.750178109169,1082.2498218908308
Jul,North,Alex,150,24,3600,2635.01997235236,964.9800276476399
Nov,North,Jordan,153,23,3519,2578.6653426314533,940.3346573685467
Jul,East,Alex,217,21,4557,3592.2056076509084,964.7943923490916
Jun,East,Alex,178,30,5340,3492.1705062484775,1847.8294937515225
Aug,North,Jamie,100,34,3400,2417.7626438571556,982.2373561428444
Nov,West,Jamie,119,28,3332,2321.9116095972945,1010.0883904027055
Jun,East,Jordan,121,26,3146,2314.379823343938,831.6201766560621
Oct,North,Skyler,151,27,4077,2655.755978515042,1421.244021484958
Mar,East,Jamie,125,27,3375,2553.726053003071,821.2739469969292
Apr,South,Alex,161,21,3381,2443.612547905337,937.3874520946629
Mar,East,Jordan,152,34,5168,3902.374272402999,1265.625727597001
Jan,East,Jordan,197,24,4728,3390.7841667179787,1337.2158332820213
Oct,West,Jordan,120,22,2640,1903.780361944264,736.2196380557359
May,East,Alex,173,29,5017,3934.9959478608885,1082.0040521391115
Jan,West,Jamie,211,28,5908,4027.0979393110206,1880.9020606889794
Jan,South,Skyler,178,28,4984,3402.1945779239845,1581.8054220760155
Feb,North,Jordan,221,25,5525,4054.9162281976655,1470.0837718023345
Apr,West,Alex,221,32,7072,5297.165910447327,1774.8340895526726
Jun,East,Jamie,132,23,3036,2134.9250215277707,901.0749784722293
Aug,East,Jamie,207,27,5589,4068.382187118453,1520.6178128815468
Mar,West,Skyler,108,24,2592,1773.3905691432965,818.6094308567035
Jan,South,Jordan,102,22,2244,1504.3475154694884,739.6524845305116
Mar,North,Alex,164,32,5248,3598.7603581321546,1649.2396418678454
Dec,East,Jamie,238,30,7140,5622.435546398014,1517.5644536019863
Mar,South,Alex,175,33,5775,4448.324840183713,1326.6751598162873
May,North,Jamie,150,27,4050,2717.699249483543,1332.300750516457
Nov,North,Jordan,230,33,7590,4986.508908512158,2603.491091487842
Dec,East,Jordan,87,33,2871,1906.2801081253917,964.7198918746083
Dec,West,Skyler,155,31,4805,3334.741693608842,1470.258306391158
Apr,East,Jamie,179,25,4475,3453.3747393240265,1021.6252606759735
Apr,East,Alex,95,24,2280,1591.9100744196332,688.0899255803668
Sep,East,Jamie,233,20,4660,3158.773029024633,1501.2269709753668
Jul,South,Alex,236,22,5192,3683.0810529306586,1508.9189470693414
Apr,West,Skyler,172,26,4472,2990.0151698665577,1481.9848301334423
Mar,South,Jamie,85,22,1870,1347.395824949588,522.6041750504121
Jun,East,Jordan,116,20,2320,1743.0928458169146,576.9071541830854
Mar,West,Alex,240,27,6480,4570.520858370512,1909.4791416294884
Jun,North,Jordan,174,26,4524,3058.4127611453664,1465.5872388546336
Nov,West,Skyler,140,24,3360,2412.411530980656,947.5884690193438
Nov,East,Skyler,248,31,7688,5876.502582892264,1811.4974171077356
Dec,West,Alex,97,29,2813,1860.7689444799826,952.2310555200174
Sep,North,Jamie,190,24,4560,3012.5209914640363,1547.4790085359637
Jun,North,Jordan,174,25,4350,3035.0672574799273,1314.9327425200727
Dec,West,Jordan,95,26,2470,1759.2770577331362,710.7229422668638
Apr,North,Alex,183,32,5856,3996.5488605038204,1859.4511394961796
